Id,SponsorName,SponsorTitle,Constituency,Political Affiliation,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeAlive
35-2/C-348,Paul Crête,Member of Parliament,None,Bloc Québécois,C-348,"An Act to provide for petitions presented to the House of Commons that have 250,000 or more signatures to be subsequently prepared as bills so far as possible and introduced in the House",First reading in the House of Commons,35,2,Private Member’s Bill,False,False,1,IsHouseBill,1996-11-07,1996-11-07,0 days
35-1/C-348,Keith Martin,Member of Parliament,None,Liberal,C-348,An Act to amend the Criminal Code (mines),First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-09-20,1995-09-20,0 days
42-1/C-349,Rhéal Éloi Fortin,Member of Parliament,Rivière-du-Nord,,C-349,An Act to amend the Criminal Code and to make consequential amendments to other acts (criminal organization),First reading in the House of Commons,42,1,Private Member’s Bill,False,False,1,IsHouseBill,2017-04-10,2017-04-10,0 days
41-2/C-349,Brian Masse,Member of Parliament,Windsor West,NDP,C-349,An Act to amend the Canada Consumer Product Safety Act and the Textile Labelling Act (animal fur or skin),First reading in the House of Commons,41,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
41-1/C-349,Brian Masse,Member of Parliament,Windsor West,NDP,C-349,An Act to amend the Canada Consumer Product Safety Act and the Textile Labelling Act (animal fur or skin),First reading in the House of Commons,41,1,Private Member’s Bill,False,False,1,IsHouseBill,2011-11-16,2011-11-16,0 days
40-2/C-349,Dawn Black,Member of Parliament,New Westminster—Coquitlam,NDP,C-349,An Act to amend the Criminal Code (body armour),First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-03-26,2009-03-26,0 days
39-2/C-349,Brian Masse,Member of Parliament,Windsor West,NDP,C-349,An Act to amend the Patent Act,First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,2007-10-16,2007-10-16,0 days
39-1/C-349,Brian Masse,Member of Parliament,Windsor West,NDP,C-349,An Act to amend the Patent Act,First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-06-22,2006-06-22,0 days
38-1/C-349,Rob Merrifield,Member of Parliament,Yellowhead,Conservative,C-349,An Act to amend the Controlled Drugs and Substances Act (substances used in the production of methamphetamine),First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-21,2005-03-21,0 days
37-3/C-349,John Bryden,Member of Parliament,Ancaster—Dundas—Flamborough—Aldershot,Conservative,C-349,An Act to amend the Supreme Court Act,First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
37-2/C-349,John Bryden,Member of Parliament,Ancaster—Dundas—Flamborough—Aldershot,Conservative,C-349,An Act to amend the Supreme Court Act,First reading in the House of Commons,37,2,Private Member’s Bill,False,False,1,IsHouseBill,2003-02-03,2003-02-03,0 days
37-1/C-349,Judy Wasylycia-Leis,Member of Parliament,Winnipeg North Centre,NDP,C-349,An Act to amend the Criminal Code (sale of intoxicating products),First reading in the House of Commons,37,1,Private Member’s Bill,False,False,1,IsHouseBill,2001-05-09,2001-05-09,0 days
36-2/C-349,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-349,An Act to amend the Competition Act (vertically integrated gasoline suppliers),First reading in the House of Commons,36,2,Private Member’s Bill,False,False,1,IsHouseBill,1999-11-25,1999-11-25,0 days
36-1/C-349,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-349,"An Act to amend the Government Employees Compensation Act (definition of ""infant"")",First reading in the House of Commons,36,1,Private Member’s Bill,False,False,1,IsHouseBill,1998-02-12,1998-02-12,0 days
35-2/C-349,None,None,None,,C-349,An Act to provide for parliamentary scrutiny and approval of user fees set by federal authority and to require public disclosure of the amount collected as user fees,First reading in the House of Commons,35,2,Private Member’s Bill,False,False,1,IsHouseBill,1996-11-17,1996-11-17,0 days
35-1/C-349,None,None,None,,C-349,An Act to amend the Criminal Code (peeping Toms),First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-09-25,1995-09-25,0 days
42-1/C-350,Garnett Genuis,Member of Parliament,Sherwood Park—Fort Saskatchewan,Conservative,C-350,An Act to amend the Criminal Code and the Immigration and Refugee Protection Act (trafficking and transplanting human organs and other body parts),First reading in the House of Commons,42,1,Private Member’s Bill,False,False,1,IsHouseBill,2017-04-10,2017-04-10,0 days
41-2/C-350,Guy Lauzon,Member of Parliament,Stormont—Dundas—South Glengarry,Conservative,C-350,An Act to amend the Corrections and Conditional Release Act (accountability of offenders),Second reading in the Senate,41,2,Private Member’s Bill,False,False,5,IsHouseBill,2013-10-16,2014-02-04,111 days
41-1/C-350,Guy Lauzon,Member of Parliament,Stormont—Dundas—South Glengarry,Conservative,C-350,An Act to amend the Corrections and Conditional Release Act (accountability of offenders),Second reading in the Senate,41,1,Private Member’s Bill,False,False,5,IsHouseBill,2011-11-17,2013-03-20,489 days
40-3/C-350,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-350,An Act to amend the Excise Tax Act (no GST on reading materials),First reading in the House of Commons,40,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
40-2/C-350,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-350,An Act to amend the Excise Tax Act (no GST on reading materials),First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-03-27,2009-03-27,0 days
39-2/C-350,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-350,"An Act to amend the Criminal Code (bail for persons charged with violent offences), the Extradition Act and the Youth Criminal Justice Act",First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
39-1/C-350,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-350,"An Act to amend the Criminal Code (bail for persons charged with violent offences), the Extradition Act and the Youth Criminal Justice Act",First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-09-18,2006-09-18,0 days
38-1/C-350,Yvon Godin,Member of Parliament,Acadie—Bathurst,NDP,C-350,An Act to amend the Employment Insurance Act (amounts not included in earnings),First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-23,2005-03-23,0 days
37-3/C-350,Jim Pankiw,Member of Parliament,Saskatoon—Humboldt,Independent,C-350,Right to Work Act,First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
37-2/C-350,Jim Pankiw,Member of Parliament,Saskatoon—Humboldt,Independent,C-350,Right to Work Act,First reading in the House of Commons,37,2,Private Member’s Bill,False,False,1,IsHouseBill,2003-02-05,2003-02-05,0 days
37-1/C-350,Clifford Lincoln,Member of Parliament,Lac-Saint-Louis,Liberal,C-350,Automotive Pollution Reduction Act,First reading in the House of Commons,37,1,Private Member’s Bill,False,False,1,IsHouseBill,2001-05-14,2001-05-14,0 days
36-2/C-350,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-350,Maximum Speed Control Device Act,First reading in the House of Commons,36,2,Private Member’s Bill,False,False,1,IsHouseBill,1999-11-25,1999-11-25,0 days
36-1/C-350,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-350,"An Act to amend the Hazardous Products Act (definition of ""child"")",First reading in the House of Commons,36,1,Private Member’s Bill,False,False,1,IsHouseBill,1998-02-12,1998-02-12,0 days
35-2/C-350,None,None,None,,C-350,An Act to provide for a national referendum to authorize the government to negotiate terms of separation with a province that has voted for separation from Canada,First reading in the House of Commons,35,2,Private Member’s Bill,False,False,1,IsHouseBill,1996-11-19,1996-11-19,0 days
35-1/C-350,None,None,None,,C-350,An Act to amend the National Housing Act,First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-09-25,1995-09-25,0 days
42-1/C-351,John Barlow,Member of Parliament,Foothills,Conservative,C-351,"An Act to amend the Importation of Intoxicating Liquors Act and the Excise Act, 2001 (importation)",First reading in the House of Commons,42,1,Private Member’s Bill,False,False,1,IsHouseBill,2017-04-11,2017-04-11,0 days
41-2/C-351,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-351,Canadian Autism Day Act,First reading in the House of Commons,41,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
41-1/C-351,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-351,Canadian Autism Day Act,First reading in the House of Commons,41,1,Private Member’s Bill,False,False,1,IsHouseBill,2011-11-21,2011-11-21,0 days
40-3/C-351,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-351,An Act to amend the Income Tax Act (herbal remedies),First reading in the House of Commons,40,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
40-2/C-351,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-351,An Act to amend the Income Tax Act (herbal remedies),First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-03-27,2009-03-27,0 days
39-2/C-351,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-351,An Act to amend the Criminal Code (review of parole ineligibility) and to amend other Acts in consequence,First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
39-1/C-351,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-351,An Act to amend the Criminal Code (review of parole ineligibility) and to amend other Acts in consequence,First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-09-18,2006-09-18,0 days
38-1/C-351,Yvon Godin,Member of Parliament,Acadie—Bathurst,NDP,C-351,An Act to amend the Employment Insurance Act (no interest payable by claimants on benefit repayments or penalties),First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-23,2005-03-23,0 days
37-3/C-351,Kevin Sorenson,Member of Parliament,Crowfoot,Conservative,C-351,An Act to amend the Income Tax Act (exemptions for volunteers),First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
37-2/C-351,Kevin Sorenson,Member of Parliament,Crowfoot,Conservative,C-351,An Act to amend the Income Tax Act (exemptions for volunteers),First reading in the House of Commons,37,2,Private Member’s Bill,False,False,1,IsHouseBill,2003-02-10,2003-02-10,0 days
37-1/C-351,Greg Francis Thompson,Member of Parliament,New Brunswick Southwest,,C-351,Public Services Whistleblowing Act,First reading in the House of Commons,37,1,Private Member’s Bill,False,False,1,IsHouseBill,2001-05-29,2001-05-29,0 days
36-2/C-351,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-351,"An Act to amend the Wages Liability Act (definition of ""adult"")",First reading in the House of Commons,36,2,Private Member’s Bill,False,False,1,IsHouseBill,1999-11-25,1999-11-25,0 days
36-1/C-351,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-351,"An Act to amend the Indian Act (definition of ""infant child"")",First reading in the House of Commons,36,1,Private Member’s Bill,False,False,1,IsHouseBill,1998-02-12,1998-02-12,0 days
35-2/C-351,None,None,None,,C-351,"An Act to provide for the limitation of interest rates, of the application of interest and of fees in relation to credit card accounts",First reading in the House of Commons,35,2,Private Member’s Bill,False,False,1,IsHouseBill,1996-11-20,1996-11-20,0 days
35-1/C-351,None,None,None,,C-351,An Act to provide for the expiry of gun control legislation that is not proven effective within five years of coming into force,First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-09-27,1995-09-27,0 days
42-1/C-352,Sheila Malcolmson,Member of Parliament,Nanaimo—Ladysmith,NDP,C-352,"An Act to amend the Canada Shipping Act, 2001 and to provide for the development of a national strategy (abandonment of vessels)",First reading in the House of Commons,42,1,Private Member’s Bill,False,False,1,IsHouseBill,2017-04-13,2017-04-13,0 days
41-2/C-352,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-352,National Office for Fire and Emergency Response Statistics Act,First reading in the House of Commons,41,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
41-1/C-352,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-352,National Office for Fire and Emergency Response Statistics Act,First reading in the House of Commons,41,1,Private Member’s Bill,False,False,1,IsHouseBill,2011-11-21,2011-11-21,0 days
40-3/C-352,Derek Lee,Member of Parliament,Scarborough—Rouge River,Liberal,C-352,National Security Committee of Parliamentarians Act,First reading in the House of Commons,40,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
40-2/C-352,Derek Lee,Member of Parliament,Scarborough—Rouge River,Liberal,C-352,National Security Committee of Parliamentarians Act,First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-03-27,2009-03-27,0 days
39-2/C-352,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-352,An Act to amend the Criminal Code (peace officers),First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
39-1/C-352,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-352,An Act to amend the Criminal Code (peace officers),First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-09-22,2006-09-22,0 days
38-1/C-352,Yvon Godin,Member of Parliament,Acadie—Bathurst,NDP,C-352,An Act to amend the Employment Insurance Act (training entitlement),First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-23,2005-03-23,0 days
37-3/C-352,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-352,An Act to amend the Corrections and Conditional Release Act,First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
37-2/C-352,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-352,An Act to amend the Corrections and Conditional Release Act,First reading in the House of Commons,37,2,Private Member’s Bill,False,False,1,IsHouseBill,2003-02-11,2003-02-11,0 days
37-1/C-352,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-352,An Act to amend the Criminal Code (dangerous offender),First reading in the House of Commons,37,1,Private Member’s Bill,False,False,1,IsHouseBill,2001-05-29,2001-05-29,0 days
36-2/C-352,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-352,"An Act to amend the Privacy Act (definition of ""minor"")",First reading in the House of Commons,36,2,Private Member’s Bill,False,False,1,IsHouseBill,1999-11-25,1999-11-25,0 days
36-1/C-352,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-352,"An Act to amend the Royal Canadian Mounted Police Act (definition of ""child"")",First reading in the House of Commons,36,1,Private Member’s Bill,False,False,1,IsHouseBill,1998-02-12,1998-02-12,0 days
35-2/C-352,None,None,None,,C-352,An Act to amend the Members of Parliament Retiring Allowances Act (deduction re other income),First reading in the House of Commons,35,2,Private Member’s Bill,False,False,1,IsHouseBill,1996-11-21,1996-11-21,0 days
35-1/C-352,None,None,None,,C-352,An Act to amend the Members of Parliament Retiring Allowances Act (members who cease to be citizens of Canada),First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-10-18,1995-10-18,0 days
42-1/C-353,Sheri Benson,Member of Parliament,Saskatoon West,NDP,C-353,An Act to amend the Old Age Security Act (Canada Pension Plan payments),First reading in the House of Commons,42,1,Private Member’s Bill,False,False,1,IsHouseBill,2017-04-13,2017-04-13,0 days
41-2/C-353,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-353,An Act to amend the Excise Tax Act and the Income Tax Act (extra-energy-efficient products),First reading in the House of Commons,41,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
41-1/C-353,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-353,An Act to amend the Excise Tax Act and the Income Tax Act (extra-energy-efficient products),First reading in the House of Commons,41,1,Private Member’s Bill,False,False,1,IsHouseBill,2011-11-21,2011-11-21,0 days
40-3/C-353,Alex Atamanenko,Member of Parliament,British Columbia Southern Interior,NDP,C-353,Terminator Seeds Ban Act,First reading in the House of Commons,40,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
40-2/C-353,Alex Atamanenko,Member of Parliament,British Columbia Southern Interior,NDP,C-353,Terminator Seeds Ban Act,First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-03-30,2009-03-30,0 days
39-2/C-353,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-353,An Act to amend the Canada Elections Act (date of general election),First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
39-1/C-353,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-353,An Act to amend the Canada Elections Act (date of general election),First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-09-22,2006-09-22,0 days
38-1/C-353,Bill Casey,Member of Parliament,Cumberland—Colchester—Musquodoboit Valley,Liberal,C-353,An Act to amend the Canada Pension Plan and the Canada Pension Plan Regulations,First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-23,2005-03-23,0 days
37-3/C-353,Pat Martin,Member of Parliament,Winnipeg Centre,NDP,C-353,Energy Price Commission Act,First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
37-2/C-353,Pat Martin,Member of Parliament,Winnipeg Centre,NDP,C-353,Energy Price Commission Act,First reading in the House of Commons,37,2,Private Member’s Bill,False,False,1,IsHouseBill,2003-02-12,2003-02-12,0 days
37-1/C-353,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-353,An Act to amend the Criminal Code (arrest without warrant),First reading in the House of Commons,37,1,Private Member’s Bill,False,False,1,IsHouseBill,2001-05-29,2001-05-29,0 days
36-2/C-353,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-353,"An Act to amend the Land Titles Act (age of majority and definition of ""infant"")",First reading in the House of Commons,36,2,Private Member’s Bill,False,False,1,IsHouseBill,1999-11-25,1999-11-25,0 days
36-1/C-353,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-353,"An Act to amend the Insurance Companies Act (definition of ""infant"")",First reading in the House of Commons,36,1,Private Member’s Bill,False,False,1,IsHouseBill,1998-02-12,1998-02-12,0 days
35-2/C-353,None,Member of Parliament,None,,C-353,An Act to amend the Criminal Code (Internet lotteries),Second reading in the House of Commons,35,2,Private Member’s Bill,False,False,2,IsHouseBill,1996-11-24,1997-02-12,80 days
35-1/C-353,None,None,None,,C-353,An Act respecting a National Organ Donor Day in Canada,First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-10-18,1995-10-18,0 days
42-1/C-354,Richard Cannings,Member of Parliament,South Okanagan—West Kootenay,NDP,C-354,An Act to amend the Department of Public Works and Government Services Act (use of wood),First reading in the Senate,42,1,Private Member’s Bill,False,False,4,IsHouseBill,2017-04-13,2018-05-23,405 days
41-2/C-354,Carol Hughes,Member of Parliament,Algoma—Manitoulin—Kapuskasing,NDP,C-354,Defence of Canada Medal Act (1946-1989),First reading in the House of Commons,41,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
41-1/C-354,Carol Hughes,Member of Parliament,Algoma—Manitoulin—Kapuskasing,NDP,C-354,Defence of Canada Medal Act (1946-1989),First reading in the House of Commons,41,1,Private Member’s Bill,False,False,1,IsHouseBill,2011-11-23,2011-11-23,0 days
40-3/C-354,Peter Julian,Member of Parliament,Burnaby—New Westminster,NDP,C-354,An Act to amend the Federal Courts Act (international promotion and protection of human rights),First reading in the House of Commons,40,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
40-2/C-354,Peter Julian,Member of Parliament,Burnaby—New Westminster,NDP,C-354,An Act to amend the Federal Courts Act (international promotion and protection of human rights),First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-04-01,2009-04-01,0 days
39-2/C-354,Inky Mark,Member of Parliament,Dauphin—Swan River—Marquette,Conservative,C-354,An Act to amend the Holidays Act (Remembrance Day),First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
39-1/C-354,Inky Mark,Member of Parliament,Dauphin—Swan River—Marquette,Conservative,C-354,An Act to amend the Holidays Act (Remembrance Day),First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-09-26,2006-09-26,0 days
38-1/C-354,Gerald Keddy,Member of Parliament,South Shore—St. Margaret's,Conservative,C-354,An Act to amend the Income Tax Act (transfer of fishing property),First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-23,2005-03-23,0 days
37-3/C-354,Caroline St-Hilaire,Member of Parliament,Longueuil,Bloc Québécois,C-354,An Act to amend the Income Tax Act (child care expenses),First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
37-2/C-354,Caroline St-Hilaire,Member of Parliament,Longueuil,Bloc Québécois,C-354,An Act to amend the Income Tax Act (child care expenses),First reading in the House of Commons,37,2,Private Member’s Bill,False,False,1,IsHouseBill,2003-02-12,2003-02-12,0 days
37-1/C-354,Myron Thompson,Member of Parliament,Wild Rose,Conservative,C-354,An Act to amend the Criminal Code (taking samples of bodily substances),First reading in the House of Commons,37,1,Private Member’s Bill,False,False,1,IsHouseBill,2001-05-29,2001-05-29,0 days
36-2/C-354,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-354,"An Act to amend the Pension Fund Societies Act (definition of ""minor child"")",First reading in the House of Commons,36,2,Private Member’s Bill,False,False,1,IsHouseBill,1999-11-25,1999-11-25,0 days
36-1/C-354,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-354,"An Act to amend the Land Titles Act (age of majority and definition of ""infant"")",First reading in the House of Commons,36,1,Private Member’s Bill,False,False,1,IsHouseBill,1998-02-12,1998-02-12,0 days
35-2/C-354,None,None,None,,C-354,An Act to amend the Criminal Code and the Young Offenders Act (capital punishment),First reading in the House of Commons,35,2,Private Member’s Bill,False,False,1,IsHouseBill,1996-11-25,1996-11-25,0 days
35-1/C-354,None,None,None,,C-354,An Act to amend the Criminal Code (transmission of HIV),First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-10-24,1995-10-24,0 days
42-1/C-355,Irene Mathyssen,Member of Parliament,London—Fanshawe,NDP,C-355,"An Act to amend the Navigation Protection Act (North Thames River, Middle Thames River and Thames River)",First reading in the House of Commons,42,1,Private Member’s Bill,False,False,1,IsHouseBill,2017-05-18,2017-05-18,0 days
41-2/C-355,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-355,An Act to amend the Canada Elections Act (voting hours),First reading in the House of Commons,41,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
41-1/C-355,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-355,An Act to amend the Canada Elections Act (voting hours),First reading in the House of Commons,41,1,Private Member’s Bill,False,False,1,IsHouseBill,2011-11-23,2011-11-23,0 days
40-3/C-355,Hedy Fry,Member of Parliament,Vancouver Centre,Liberal,C-355,An Act to amend the Criminal Code (cyberbullying),First reading in the House of Commons,40,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
40-2/C-355,Hedy Fry,Member of Parliament,Vancouver Centre,Liberal,C-355,An Act to amend the Criminal Code (cyberbullying),First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-04-01,2009-04-01,0 days
39-2/C-355,Mario Silva,Member of Parliament,Davenport,Liberal,C-355,National Ovarian Cancer Month Act,First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
39-1/C-355,Mario Silva,Member of Parliament,Davenport,Liberal,C-355,National Ovarian Cancer Month Act,First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-09-28,2006-09-28,0 days
38-1/C-355,Mark Warawa,Member of Parliament,Langley,Conservative,C-355,An Act to amend the Motor Vehicle Safety Act (vehicle immobilizers),First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-23,2005-03-23,0 days
37-3/C-355,Caroline St-Hilaire,Member of Parliament,Longueuil,Bloc Québécois,C-355,An Act to amend the Broadcasting Act and the Income Tax Act (closed-captioned programming),First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
37-2/C-355,Caroline St-Hilaire,Member of Parliament,Longueuil,Bloc Québécois,C-355,An Act to amend the Broadcasting Act and the Income Tax Act (closed-captioned programming),First reading in the House of Commons,37,2,Private Member’s Bill,False,False,1,IsHouseBill,2003-02-12,2003-02-12,0 days
37-1/C-355,Jim Pankiw,Member of Parliament,Saskatoon—Humboldt,Independent,C-355,An Act to amend the Statutory Instruments Act (regulatory accountability),First reading in the House of Commons,37,1,Private Member’s Bill,False,False,1,IsHouseBill,2001-05-30,2001-05-30,0 days
36-2/C-355,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-355,"An Act to amend the Insurance Companies Act (definition of ""infant"")",First reading in the House of Commons,36,2,Private Member’s Bill,False,False,1,IsHouseBill,1999-11-25,1999-11-25,0 days
36-1/C-355,Mac Harb,Member of Parliament,Ottawa Centre,Liberal,C-355,"An Act to amend the Pension Fund Societies Act (definition of ""minor child"")",First reading in the House of Commons,36,1,Private Member’s Bill,False,False,1,IsHouseBill,1998-02-12,1998-02-12,0 days
35-2/C-355,Raymond Bonin,Member of Parliament,None,Liberal,C-355,An Act to amend the Broadcasting Act and the Canadian Radio-television and Telecommunications Commission Act (protection of community interests in programming),First reading in the House of Commons,35,2,Private Member’s Bill,False,False,1,IsHouseBill,1996-11-26,1996-11-26,0 days
35-1/C-355,None,None,None,,C-355,An Act to amend the Corrections and Conditional Release Act (Arrest without warrant),First reading in the House of Commons,35,1,Private Member’s Bill,False,False,1,IsHouseBill,1995-10-31,1995-10-31,0 days
42-1/C-356,Don Davies,Member of Parliament,Vancouver Kingsway,NDP,C-356,An Act to amend the Income Tax Act (donations to food banks),First reading in the House of Commons,42,1,Private Member’s Bill,False,False,1,IsHouseBill,2017-05-30,2017-05-30,0 days
41-2/C-356,Claude Gravelle,Member of Parliament,Nickel Belt,NDP,C-356,National Strategy for Dementia Act,First reading in the House of Commons,41,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
41-1/C-356,Claude Gravelle,Member of Parliament,Nickel Belt,NDP,C-356,National Strategy for Dementia Act,First reading in the House of Commons,41,1,Private Member’s Bill,False,False,1,IsHouseBill,2011-11-24,2011-11-24,0 days
40-3/C-356,Jean-Claude D'Amours,Member of Parliament,Madawaska—Restigouche,Liberal,C-356,An Act to amend the Income Tax Act (volunteers),First reading in the House of Commons,40,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
40-2/C-356,Jean-Claude D'Amours,Member of Parliament,Madawaska—Restigouche,Liberal,C-356,An Act to amend the Income Tax Act (volunteers),First reading in the House of Commons,40,2,Private Member’s Bill,False,False,1,IsHouseBill,2009-04-01,2009-04-01,0 days
39-2/C-356,Pat Martin,Member of Parliament,Winnipeg Centre,NDP,C-356,Family Farm Cost-of-Production Protection Act,First reading in the House of Commons,39,2,Private Member’s Bill,False,False,1,IsHouseBill,,,
39-1/C-356,Pat Martin,Member of Parliament,Winnipeg Centre,NDP,C-356,Family Farm Cost-of-Production Protection Act,First reading in the House of Commons,39,1,Private Member’s Bill,False,False,1,IsHouseBill,2006-09-29,2006-09-29,0 days
38-1/C-356,Peter Stoffer,Member of Parliament,Sackville—Eastern Shore,NDP,C-356,An Act to change the name of the electoral district of Sackville--Eastern Shore,First reading in the House of Commons,38,1,Private Member’s Bill,False,False,1,IsHouseBill,2005-03-24,2005-03-24,0 days
37-3/C-356,Suzanne Tremblay,Member of Parliament,Rimouski-Neigette-et-la Mitis,Bloc Québécois,C-356,An Act to amend the Employment Insurance Act (waiting period),First reading in the House of Commons,37,3,Private Member’s Bill,False,False,1,IsHouseBill,,,
