Id,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,PersonName,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeDebated,SponsorName,SponsorTitle,Constituency,Political Affiliation
36-1/C-483,C-483,Blood Samples Act,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-09,1999-03-09,0 days,Keith Martin,Member of Parliament,Esquimalt—Juan de Fuca,Liberal
41-2/C-484,C-484,An Act Respecting the Amendment of the Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations,First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Elizabeth May,Member of Parliament,Saanich—Gulf Islands,Green Party
41-1/C-484,C-484,An Act Respecting the Amendment of the Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations,First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-03-20,2013-03-20,0 days,Elizabeth May,Member of Parliament,Saanich—Gulf Islands,Green Party
40-3/C-484,C-484,An Act to amend the Criminal Code (cracking down on child pornography),First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Peter Julian,Member of Parliament,Burnaby—New Westminster,NDP
40-2/C-484,C-484,An Act to amend the Criminal Code (cracking down on child pornography),First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-11-26,2009-11-26,0 days,Peter Julian,Member of Parliament,Burnaby—New Westminster,NDP
39-2/C-484,C-484,Unborn Victims of Crime Act,Second reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,2,House,2007-11-21,2008-03-05,105 days,Ken Epp,Member of Parliament,Edmonton—Sherwood Park,Conservative
37-3/C-484,C-484,An Act to amend the Employment Insurance Act (no interest payable by claimants on benefit repayments or penalties),First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-02-12,2004-02-12,0 days,Yvon Godin,Member of Parliament,Acadie—Bathurst,NDP
36-2/C-484,C-484,An Act to amend the Statistics Act and the National Archives of Canada Act (census records),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-01,2000-06-01,0 days,Murray Calder,Member of Parliament,Dufferin—Peel—Wellington—Grey,Liberal
36-1/C-484,C-484,An Act to amend the Criminal Code (consecutive sentence for use of firearm in commission of offence),First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-09,1999-03-09,0 days,Jim Pankiw,Member of Parliament,Saskatoon—Humboldt,Independent
41-2/C-485,C-485,An Act to amend the Canada Petroleum Resources Act (transfer approval),First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Dennis Bevington,Member of Parliament,Northwest Territories,NDP
41-1/C-485,C-485,An Act to amend the Canada Petroleum Resources Act (transfer approval),First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-03-25,2013-03-25,0 days,Dennis Bevington,Member of Parliament,Northwest Territories,NDP
40-3/C-485,C-485,An Act to amend the Parliamentary Employment and Staff Relations Act (members' staff),First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Chris Charlton,Member of Parliament,Hamilton Mountain,NDP
40-2/C-485,C-485,An Act to amend the Parliamentary Employment and Staff Relations Act (members' staff),First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-11-26,2009-11-26,0 days,Chris Charlton,Member of Parliament,Hamilton Mountain,NDP
39-2/C-485,C-485,Canadian Charter of Rights and Freedoms Day Act,First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-11-21,2007-11-21,0 days,Andrew Telegdi,Member of Parliament,Kitchener—Waterloo,Liberal
37-3/C-485,C-485,An Act to amend the Employment Insurance Act (establishment of Unemployment Insurance Trust Fund),First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-02-12,2004-02-12,0 days,Yvon Godin,Member of Parliament,Acadie—Bathurst,NDP
36-2/C-485,C-485,An Act to amend the Copyright Act (Minister),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-04,2000-06-04,0 days,Pierre de Savoye,Member of Parliament,Portneuf,Bloc Québécois
36-1/C-485,C-485,Canada Water Export Prohibition Act,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-10,1999-03-10,0 days,Clifford Lincoln,Member of Parliament,Lac-Saint-Louis,Liberal
41-2/C-486,C-486,Conflict Minerals Act,First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Paul Dewar,Member of Parliament,Ottawa Centre,NDP
41-1/C-486,C-486,Conflict Minerals Act,First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-03-26,2013-03-26,0 days,Paul Dewar,Member of Parliament,Ottawa Centre,NDP
40-3/C-486,C-486,Treaties Act,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,2010-03-03,2010-03-03,0 days,Bernard Bigras,Member of Parliament,Rosemont—La Petite-Patrie,Bloc Québécois
40-2/C-486,C-486,Treaties Act,First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-02,2009-12-02,0 days,Bernard Bigras,Member of Parliament,Rosemont—La Petite-Patrie,Bloc Québécois
39-2/C-486,C-486,An Act to amend the Criminal code (protection from sexual interference),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-11-21,2007-11-21,0 days,Joy Smith,Member of Parliament,Kildonan—St. Paul,Conservative
37-3/C-486,C-486,"Constitution Act, 2004 (Representation)",First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-02-19,2004-02-19,0 days,Pat O'Brien,Member of Parliament,London—Fanshawe,Independent
36-2/C-486,C-486,An Act to amend the Income Tax Act (expenses incurred by care-givers),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-06,2000-06-06,0 days,Peter Stoffer,Member of Parliament,Sackville—Musquodoboit Valley—Eastern Shore,NDP
36-1/C-486,C-486,An Act to change the name of the electoral district of Edmonton East,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-10,1999-03-10,0 days,Peter Goldring,Member of Parliament,Edmonton Centre-East,Conservative
41-2/C-487,C-487,Providing Support to Grandparents Act,First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
41-1/C-487,C-487,Providing Support to Grandparents Act,First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-03-26,2013-03-26,0 days,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
40-3/C-487,C-487,An Act to amend the Bankruptcy and Insolvency Act and another Act in consequence (health-related benefit plans),First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Wayne Marston,Member of Parliament,Hamilton East—Stoney Creek,NDP
40-2/C-487,C-487,An Act to amend the Bankruptcy and Insolvency Act and another Act in consequence (health-related benefit plans),First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-03,2009-12-03,0 days,Wayne Marston,Member of Parliament,Hamilton East—Stoney Creek,NDP
39-2/C-487,C-487,Workplace Psychological Harassment Prevention Act,First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-11-28,2007-11-28,0 days,Brian Masse,Member of Parliament,Windsor West,NDP
37-3/C-487,C-487,An Act to amend the Canada Labour Code (replacement workers),First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-02-24,2004-02-24,0 days,Monique Guay,Member of Parliament,Laurentides,Bloc Québécois
36-2/C-487,C-487,An Act to amend the Canada Student Financial Assistance Act (financial assistance relating to Convention refugees and their education needs),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-07,2000-06-07,0 days,Bill Graham,Member of Parliament,Toronto Centre—Rosedale,Liberal
36-1/C-487,C-487,National Day Against Impaired Driving Act,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-10,1999-03-10,0 days,Randy White,Member of Parliament,Langley—Abbotsford,Conservative
41-2/C-488,C-488,National Hockey Day Act,First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Linda Duncan,Member of Parliament,Edmonton—Strathcona,NDP
41-1/C-488,C-488,National Hockey Day Act,First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-03-26,2013-03-26,0 days,Linda Duncan,Member of Parliament,Edmonton—Strathcona,NDP
40-3/C-488,C-488,An Act to amend the Investment Canada Act (disclosure of undertakings and demands),First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
40-2/C-488,C-488,An Act to amend the Investment Canada Act (disclosure of undertakings and demands),First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-07,2009-12-07,0 days,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
39-2/C-488,C-488,An Act to amend the Employment Insurance Act and the Employment Insurance Regulations (excluding pension from earnings when calculating employment insurance benefits),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-11-28,2007-11-28,0 days,Raymond Simard,Member of Parliament,Saint Boniface,Liberal
37-3/C-488,C-488,An Act to amend the Excise Tax Act,First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-02-26,2004-02-26,0 days,Judy Wasylycia-Leis,Member of Parliament,Winnipeg North Centre,NDP
36-2/C-488,C-488,Energy Price Commission Act,First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-08,2000-06-08,0 days,John Solomon,Member of Parliament,Regina—Lumsden—Lake Centre,NDP
36-1/C-488,C-488,Parliamentarians' Code of Conduct,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-14,1999-03-14,0 days,Gordon Earle,Member of Parliament,Halifax West,NDP
41-2/C-489,C-489,An Act to amend the Criminal Code and the Corrections and Conditional Release Act (restrictions on offenders),Royal assent,41,2,Private Member’s Bill, ,True,False,6,House,2013-10-16,2014-06-18,245 days,Mark Warawa,Member of Parliament,Langley,Conservative
41-1/C-489,C-489,An Act to amend the Criminal Code and the Corrections and Conditional Release Act (restrictions on offenders),Second reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,2,House,2013-04-18,2013-06-06,49 days,Mark Warawa,Member of Parliament,Langley,Conservative
40-3/C-489,C-489,Inco Limited Acquisition Act,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
40-2/C-489,C-489,Inco Limited Acquisition Act,First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-07,2009-12-07,0 days,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
39-2/C-489,C-489,An Act to amend the Criminal Code (mass transit operators),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-12-03,2007-12-03,0 days,Judy Wasylycia-Leis,Member of Parliament,Winnipeg North,NDP
37-3/C-489,C-489,Carrie's Guardian Angel Law,First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-09,2004-03-09,0 days,Art Hanger,Member of Parliament,Calgary Northeast,Conservative
36-2/C-489,C-489,An Act to amend the Access to Information Act (Cabinet confidences),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-12,2000-06-12,0 days,Garry Breitkreuz,Member of Parliament,Yorkton—Melville,Conservative
36-1/C-489,C-489,An Act to amend the Criminal Code (forfeiture),First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-17,1999-03-17,0 days,Rick Casson,Member of Parliament,Lethbridge,Conservative
41-2/C-490,C-490,An Act to amend the Navigable Waters Protection Act (Boundary Waters—Voyageur Waterway and other rivers),First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Megan Anissa Leslie,Member of Parliament,Halifax,None
41-1/C-490,C-490,An Act to amend the Navigable Waters Protection Act (Boundary Waters—Voyageur Waterway and other rivers),First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Megan Anissa Leslie,Member of Parliament,Halifax,None
40-3/C-490,C-490,Falconbridge Limited Acquisition Act,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
40-2/C-490,C-490,Falconbridge Limited Acquisition Act,First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-07,2009-12-07,0 days,Claude Gravelle,Member of Parliament,Nickel Belt,NDP
39-2/C-490,C-490,"An Act to amend the Old Age Security Act (application for supplement, retroactive payments and other amendments)",Second reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,2,House,2007-12-05,2008-06-04,182 days,Robert Carrier,Member of Parliament,Alfred-Pellan,Bloc Québécois
37-3/C-490,C-490,An Act to amend the Criminal Code (prohibited sexual acts),First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-09,2004-03-09,0 days,Art Hanger,Member of Parliament,Calgary Northeast,Conservative
36-2/C-490,C-490,An Act to amend the Referendum Act (to permit a referendum and a general election to be conducted at the same time and on the same polling day),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-13,2000-06-13,0 days,Cliff Breitkreuz,Member of Parliament,Yellowhead,Canadian Alliance
36-1/C-490,C-490,An Act to amend the Auditor General Act (Poverty Commissioner),First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-03-24,1999-03-24,0 days,Christiane Gagnon,Member of Parliament,Québec,Bloc Québécois
41-2/C-491,C-491,An Act to amend the Navigable Waters Protection Act (Bloodvein River and other rivers),First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Niki Ashton,Member of Parliament,Churchill,NDP
41-1/C-491,C-491,An Act to amend the Navigable Waters Protection Act (Bloodvein River and other rivers),First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Niki Ashton,Member of Parliament,Churchill,NDP
40-3/C-491,C-491,"An Act to amend the Canadian Environmental Protection Act, 1999 and respecting the On-Road Vehicle and Engine Emission Regulations (emissions labelling for vehicles)",First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Frank Valeriote,Member of Parliament,Guelph,Liberal
40-2/C-491,C-491,"An Act to amend the Canadian Environmental Protection Act, 1999 and respecting the On-Road Vehicle and Engine Emission Regulations (emissions labelling for vehicles)",First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-09,2009-12-09,0 days,Frank Valeriote,Member of Parliament,Guelph,Liberal
39-2/C-491,C-491,An Act to amend the Canada Pension Plan (episodic disability),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-12-06,2007-12-06,0 days,Raymonde Folco,Member of Parliament,Laval—Les Îles,Liberal
37-3/C-491,C-491,An Act to amend the Injured Military Members Compensation Act,First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-09,2004-03-09,0 days,Art Hanger,Member of Parliament,Calgary Northeast,Conservative
36-2/C-491,C-491,Education Benefits Act,First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-06-14,2000-06-14,0 days,Janko Peric,Member of Parliament,Cambridge,Liberal
36-1/C-491,C-491,Antipoverty Act,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-04-12,1999-04-12,0 days,Réal Ménard,Member of Parliament,Hochelaga—Maisonneuve,Bloc Québécois
41-2/C-492,C-492,An Act to amend the Navigable Waters Protection Act (Shelburne River and other rivers),First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Robert Chisholm,Member of Parliament,Dartmouth—Cole Harbour,NDP
41-1/C-492,C-492,An Act to amend the Navigable Waters Protection Act (Shelburne River and other rivers),First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Robert Chisholm,Member of Parliament,Dartmouth—Cole Harbour,NDP
40-3/C-492,C-492,Temporary Resident Visa Processing Requirements Act,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Olivia Chow,Member of Parliament,Trinity—Spadina,NDP
40-2/C-492,C-492,Temporary Resident Visa Processing Requirements Act,First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-09,2009-12-09,0 days,Olivia Chow,Member of Parliament,Trinity—Spadina,NDP
39-2/C-492,C-492,An Act to amend the Federal Courts Act (international promotion and protection of human rights),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-12-10,2007-12-10,0 days,Peter Julian,Member of Parliament,Burnaby—New Westminster,NDP
37-3/C-492,C-492,An Act to amend the Youth Criminal Justice Act (home invasion offence),First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-09,2004-03-09,0 days,Gary Lunn,Member of Parliament,Saanich—Gulf Islands,Conservative
36-2/C-492,C-492,A Day for Hearts:  Congenital Heart Defect Awareness Day Act,First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-09-17,2000-09-17,0 days,Greg Francis Thompson,Member of Parliament,New Brunswick Southwest,None
36-1/C-492,C-492,An Act to amend the Criminal Code (dangerous offender),First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-04-14,1999-04-14,0 days,Myron Thompson,Member of Parliament,Wild Rose,Conservative
41-2/C-493,C-493,"An Act to amend the Navigable Waters Protection Act (Ashuapmushuan River, Mistassini River and Peribonka River)",First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,François Choquette,Member of Parliament,Drummond,NDP
41-1/C-493,C-493,"An Act to amend the Navigable Waters Protection Act (Ashuapmushuan River, Mistassini River and Peribonka River)",First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,François Choquette,Member of Parliament,Drummond,NDP
40-3/C-493,C-493,An Act to amend the Immigration and Refugee Protection Act (foreign nationals),First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,,,,Olivia Chow,Member of Parliament,Trinity—Spadina,NDP
40-2/C-493,C-493,An Act to amend the Immigration and Refugee Protection Act (foreign nationals),First reading in the House of Commons,40,2,Private Member’s Bill, ,False,False,1,House,2009-12-09,2009-12-09,0 days,Olivia Chow,Member of Parliament,Trinity—Spadina,NDP
39-2/C-493,C-493,Elimination of Racial and Religious Profiling Act,First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-12-11,2007-12-11,0 days,Bill Siksay,Member of Parliament,Burnaby—Douglas,NDP
37-3/C-493,C-493,An Act to amend the Marine Liability Act (adventure tourism),First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-11,2004-03-11,0 days,Cheryl Gallant,Member of Parliament,Renfrew—Nipissing—Pembroke,Conservative
36-2/C-493,C-493,An Act to amend the Employment Insurance Act (persons who leave employment to be care-givers to family members),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-09-17,2000-09-17,0 days,Peter Stoffer,Member of Parliament,Sackville—Musquodoboit Valley—Eastern Shore,NDP
36-1/C-493,C-493,"Shipbuilding Act, 1999",First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-04-14,1999-04-14,0 days,Antoine Dubé,Member of Parliament,Lévis-et-Chutes-de-la-Chaudière,Bloc Québécois
41-2/C-494,C-494,An  Act to amend the Navigable Waters Protection Act (Main River and Bay du Nord River),First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Ryan Cleary,Member of Parliament,St. John's South—Mount Pearl,NDP
41-1/C-494,C-494,An  Act to amend the Navigable Waters Protection Act (Main River and Bay du Nord River),First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Ryan Cleary,Member of Parliament,St. John's South—Mount Pearl,NDP
40-3/C-494,C-494,"An Act to amend the Canadian Environmental Protection Act, 1999 (nanotechnology)",First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,2010-03-10,2010-03-10,0 days,Peter Julian,Member of Parliament,Burnaby—New Westminster,NDP
39-2/C-494,C-494,An Act to amend the Criminal Code (gender identity and gender expression),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-12-11,2007-12-11,0 days,Bill Siksay,Member of Parliament,Burnaby—Douglas,NDP
37-3/C-494,C-494,"An Act to amend the Criminal Code (child pornography, child prostitution and child corruption)",First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-22,2004-03-22,0 days,Richard Marceau,Member of Parliament,Charlesbourg—Jacques-Cartier,Bloc Québécois
36-2/C-494,C-494,An Act to amend the Access to Information Act,First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-09-18,2000-09-18,0 days,Bill Casey,Member of Parliament,Cumberland—Colchester,Liberal
36-1/C-494,C-494,Witness and Spousal Protection Program Act,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-04-18,1999-04-18,0 days,Jay Hill,Member of Parliament,Prince George—Peace River,Conservative
41-2/C-495,C-495,An Act to amend the Navigable Waters Protection Act (Cowichan River),First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Jean Crowder,Member of Parliament,Nanaimo—Cowichan,NDP
41-1/C-495,C-495,An Act to amend the Navigable Waters Protection Act (Cowichan River),First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Jean Crowder,Member of Parliament,Nanaimo—Cowichan,NDP
40-3/C-495,C-495,National Office for Fire and Emergency Response Statistics Act,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,2010-03-11,2010-03-11,0 days,Don Davies,Member of Parliament,Vancouver Kingsway,NDP
39-2/C-495,C-495,An Act to amend the Criminal Code (emergency medical services workers),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-12-12,2007-12-12,0 days,Mario Silva,Member of Parliament,Davenport,Liberal
37-3/C-495,C-495,An Act to amend the Canada Pension Plan (arrears of benefits),First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-24,2004-03-24,0 days,Charles Caccia,Member of Parliament,Davenport,Liberal
36-2/C-495,C-495,All-Numeric Dates Act,First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-09-20,2000-09-20,0 days,Peter Adams,Member of Parliament,Peterborough,Liberal
36-1/C-495,C-495,Taxpayers' Bill of Rights,First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-04-20,1999-04-20,0 days,Jason Kenney,Member of Parliament,Calgary Southeast,Conservative
41-2/C-496,C-496,An Act to amend the Navigable Waters Protection Act (Kicking Horse River and Clearwater River),First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Linda Duncan,Member of Parliament,Edmonton—Strathcona,NDP
41-1/C-496,C-496,An Act to amend the Navigable Waters Protection Act (Kicking Horse River and Clearwater River),First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Linda Duncan,Member of Parliament,Edmonton—Strathcona,NDP
40-3/C-496,C-496,An Act to change the name of the electoral district of New Westminster -- Coquitlam,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,2010-03-11,2010-03-11,0 days,Fin Donnelly,Member of Parliament,New Westminster—Coquitlam,NDP
39-2/C-496,C-496,Aboriginal History and Culture School Curriculum Act,First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2007-12-13,2007-12-13,0 days,Brent Denis,Member of Parliament,Algoma—Manitoulin—Kapuskasing,None
37-3/C-496,C-496,National Ovarian Cancer Month Act,First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-24,2004-03-24,0 days,Carol Skelton,Member of Parliament,Saskatoon—Rosetown—Biggar,Conservative
36-2/C-496,C-496,An Act to amend the Holidays Act (Christmas Day),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-09-24,2000-09-24,0 days,John Bryden,Member of Parliament,Ancaster—Dundas—Flamborough—Aldershot,Conservative
36-1/C-496,C-496,An Act to amend the Income Tax  Act (medical expenses),First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-04-21,1999-04-21,0 days,Peter Stoffer,Member of Parliament,Sackville—Musquodoboit Valley—Eastern Shore,NDP
41-2/C-497,C-497,"An Act to amend the Navigable Waters Protection Act (St. Croix River, Restigouche River and Saint John River)",First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Yvon Godin,Member of Parliament,Acadie—Bathurst,NDP
41-1/C-497,C-497,"An Act to amend the Navigable Waters Protection Act (St. Croix River, Restigouche River and Saint John River)",First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Yvon Godin,Member of Parliament,Acadie—Bathurst,NDP
40-3/C-497,C-497,Tanning Equipment Warning (Cancer Risks) Act,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,2010-03-11,2010-03-11,0 days,James Bezan,Member of Parliament,Selkirk—Interlake,Conservative
39-2/C-497,C-497,Bisphenol A (BPA) Control Act,First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2008-01-28,2008-01-28,0 days,Paul Dewar,Member of Parliament,Ottawa Centre,NDP
37-3/C-497,C-497,An Act to amend the Holidays Act and to make consequential amendments to other Acts,First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-24,2004-03-24,0 days,Pat O'Brien,Member of Parliament,London—Fanshawe,Independent
36-2/C-497,C-497,An Act to amend the Federal-Provincial Fiscal Arrangements Act (prevention of private hospitals),First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-09-25,2000-09-25,0 days,Judy Wasylycia-Leis,Member of Parliament,Winnipeg North Centre,NDP
36-1/C-497,C-497,An Act to amend the Canada Elections Act (reimbursement of election expenses),First reading in the House of Commons,36,1,Private Member’s Bill, ,False,False,1,House,1999-04-21,1999-04-21,0 days,Caroline St-Hilaire,Member of Parliament,Longueuil,Bloc Québécois
41-2/C-498,C-498,"An Act to amend the Navigable Waters Protection Act (North Thames River, Middle Thames River and Thames River)",First reading in the House of Commons,41,2,Private Member’s Bill, ,False,False,1,House,,,,Irene Mathyssen,Member of Parliament,London—Fanshawe,NDP
41-1/C-498,C-498,"An Act to amend the Navigable Waters Protection Act (North Thames River, Middle Thames River and Thames River)",First reading in the House of Commons,41,1,Private Member’s Bill, ,False,False,1,House,2013-04-22,2013-04-22,0 days,Irene Mathyssen,Member of Parliament,London—Fanshawe,NDP
40-3/C-498,C-498,Prevention of Torture Act,First reading in the House of Commons,40,3,Private Member’s Bill, ,False,False,1,House,2010-03-15,2010-03-15,0 days,Wayne Marston,Member of Parliament,Hamilton East—Stoney Creek,NDP
39-2/C-498,C-498,An Act to amend the Canadian Wheat Board Act (members of the board),First reading in the House of Commons,39,2,Private Member’s Bill, ,False,False,1,House,2008-01-31,2008-01-31,0 days,Raymond Simard,Member of Parliament,Saint Boniface,Liberal
37-3/C-498,C-498,An Act to amend the Workers Mourning Day Act,First reading in the House of Commons,37,3,Private Member’s Bill, ,False,False,1,House,2004-03-24,2004-03-24,0 days,Wayne Easter,Member of Parliament,Malpeque,Liberal
36-2/C-498,C-498,An Act to amend the Canada Labour Code,First reading in the House of Commons,36,2,Private Member’s Bill, ,False,False,1,House,2000-09-26,2000-09-26,0 days,Monique Guay,Member of Parliament,Laurentides,Bloc Québécois
